obj_name,nb_kp,descriptors
Faces,141,"[[133.  51.   6. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   0.]
 [ 21.   9.   3. ...   0.   0.   0.]
 ...
 [  0.   1.  13. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0. 101.]
 [  0.   0.  10. ...   0.   0.   0.]]"
accordion,123,"[[15.  1.  2. ...  1.  0.  0.]
 [ 1.  0.  0. ... 11.  4. 17.]
 [16.  0.  0. ... 21. 70. 99.]
 ...
 [58. 42.  0. ... 52.  1.  0.]
 [68.  9.  1. ...  0.  0.  0.]
 [20.  0.  0. ...  0.  0.  6.]]"
anchor,125,"[[125.  11.   1. ...   0.   0.   3.]
 [  0.   0.   0. ...   3.  35.  13.]
 [ 18.  21.  46. ...   0.   0.   1.]
 ...
 [  1.   0.   0. ...   0.   0.  12.]
 [  1.   1.  44. ...   0.   0.   0.]
 [  0.   0.   0. ...   5.  21.   4.]]"
scorpion,416,"[[  2.  52. 113. ...  53.  11.   1.]
 [  7.   4.  11. ...   0.   0.  11.]
 [ 29.  34.  17. ...  14.   6.   3.]
 ...
 [  5.  21.  67. ...  13.   1.   0.]
 [ 62.  30.   6. ...   0.   8.   1.]
 [ 27.  79.  31. ...   0.   0.  29.]]"
nautilus,265,"[[58. 43.  3. ...  0.  1.  2.]
 [38. 23. 18. ...  0.  0.  0.]
 [ 7. 19.  4. ...  1.  4.  9.]
 ...
 [17.  1.  0. ... 45.  8.  1.]
 [11. 27.  2. ...  0.  0.  1.]
 [ 2.  0.  0. ... 19.  0.  0.]]"
helicopter,79,"[[ 81.   3.   2. ...   0.   0.   0.]
 [  1.   0.   0. ...   3.   1.  53.]
 [ 31.   1.   0. ...   0.   0.   0.]
 ...
 [  1.   0.   0. ...   0.   1.   3.]
 [ 17.  16.  50. ...   0.   0.   0.]
 [  0.   0.   0. ... 125.  74.  24.]]"
Faces_easy,95,"[[ 32.   3.   0. ...  10.  75.  26.]
 [ 67. 129.   4. ...  26.  57.  29.]
 [  8.   8.  10. ...  63.   0.   0.]
 ...
 [  0.  25.  35. ...   4.   0.   1.]
 [ 12.   7.   9. ...   0.   0.   0.]
 [  2.  16.  77. ...  19.   1.   4.]]"
camera,139,"[[  0.   0.   0. ...   1.   0.   0.]
 [  0.   0.   0. ...  31.   0.   0.]
 [  0.   3.   5. ...   1.   0.   3.]
 ...
 [  0.   0.   0. ...  79. 169.   0.]
 [  0.   0.   0. ...   0.   1.   1.]
 [  0.   0.   0. ...   0.   0.   0.]]"
kangaroo,248,"[[100.  50.   0. ...   0.   0.   0.]
 [  2.   0.   0. ...  93.  73.   0.]
 [ 38.   4.   0. ...   4.  37.   4.]
 ...
 [  0.   0.   0. ...   0.   0.  10.]
 [  0.   0.   0. ...  82.  53. 111.]
 [  0.   0.   1. ...   4.   1.   1.]]"
Motorbikes,106,"[[  2.   0.   9. ...   0.   0.   0.]
 [ 15.   1.   0. ...   0.   0.   0.]
 [ 37. 130.   8. ...   0.   1.   1.]
 ...
 [  0.   0.   0. ...   0.  75.  95.]
 [  0.   0.  71. ...   0.   0.  69.]
 [ 48.  15.   0. ...   0.   0.   3.]]"
emu,211,"[[  2.  28. 100. ...   0.   0.   0.]
 [  0.   0.  14. ...  35.  11.   4.]
 [ 43.   3.   2. ... 139.  25.  40.]
 ...
 [  3.  13.  20. ...   0.   0.   0.]
 [  4.   0.   0. ...   0.   0.  17.]
 [ 40.  11.   1. ...   0.   0.   0.]]"
BACKGROUND_Google,129,"[[  7. 151.  86. ...   0.   0.   0.]
 [  5.  15. 150. ...   0.   0.   0.]
 [  6.  16.  19. ...   0.   0.   3.]
 ...
 [ 13.  61.  11. ...   0.   0.   0.]
 [  2.   3.   3. ...   0.   0.   5.]
 [ 57.  38.   2. ...   0.   5.   1.]]"
butterfly,207,"[[ 27.  19.   5. ...   0.   0.   0.]
 [  3.  33.  93. ...   1.  23.  23.]
 [ 11.   3.   0. ...   9.   6.   0.]
 ...
 [  0.   0.   0. ...  16.   0.   0.]
 [126.   0.   0. ...   0.   0.   0.]
 [ 42.   0.   0. ...   0.   0.   0.]]"
crayfish,146,"[[ 2.  0.  0. ...  0.  0.  1.]
 [35.  1.  1. ...  0.  0. 65.]
 [ 5.  4.  6. ...  0.  0.  0.]
 ...
 [58. 44. 33. ... 33.  6.  0.]
 [ 1.  0.  3. ...  0.  0. 56.]
 [ 3. 14. 10. ...  0.  0.  0.]]"
pizza,360,"[[ 0.  0.  0. ... 17.  0.  8.]
 [ 9. 21. 25. ...  1.  0.  0.]
 [ 7.  8.  7. ...  4.  2. 23.]
 ...
 [ 7. 24. 35. ... 72. 45. 16.]
 [12. 23. 26. ... 33.  2.  0.]
 [31. 31. 24. ... 21.  3.  1.]]"
airplanes,131,"[[ 0.  1.  1. ...  0.  0.  0.]
 [ 0.  0.  6. ...  0.  0.  0.]
 [ 0.  0.  1. ...  0.  0.  0.]
 ...
 [ 1.  1.  7. ...  0.  0.  0.]
 [ 0.  2. 25. ...  0.  0.  0.]
 [ 0.  1.  9. ...  0.  0.  0.]]"
stapler,72,"[[66.  8.  0. ...  0.  0.  0.]
 [89. 10.  0. ...  0.  0.  0.]
 [ 4. 68. 36. ...  0.  0.  0.]
 ...
 [12. 52.  9. ...  0.  0.  4.]
 [ 3.  6.  4. ...  0.  0.  0.]
 [ 0.  0. 16. ...  0.  0.  3.]]"
Faces,140,"[[ 2.  1.  5. ... 12. 36.  7.]
 [ 4. 37. 93. ...  7.  0.  0.]
 [ 0.  0.  1. ...  0.  0.  2.]
 ...
 [ 0.  0.  0. ...  4.  1.  0.]
 [ 5.  1.  3. ...  0.  0.  0.]
 [ 0.  0.  0. ...  1.  6. 10.]]"
dolphin,176,"[[  0.   0.   0. ...   7.  24.  13.]
 [  0.   0.   0. ...   6.  45.  28.]
 [ 69.   1.   1. ...   0.   0.   0.]
 ...
 [ 35.  11.   0. ...  85.  27.   9.]
 [ 31. 108.   8. ...   0.   0.   0.]
 [ 55.  17.  27. ...   0.   0.   0.]]"
ibis,157,"[[  0.   1.   0. ...  50.  22.  36.]
 [  0.   0.   0. ...  46.   5.   1.]
 [  5.   0.   0. ...   6.   2.   2.]
 ...
 [112. 112.  44. ...   8.   5.  22.]
 [  2.   2.   0. ...   5.   2.  64.]
 [  4.   6.   2. ...  16.  37. 137.]]"
stegosaurus,252,"[[ 1.  5.  4. ... 51.  0.  0.]
 [22. 15.  0. ...  5.  1.  1.]
 [99. 43. 41. ...  1.  0.  0.]
 ...
 [ 9.  3.  1. ...  0.  0. 15.]
 [ 0.  0.  0. ...  0.  0.  2.]
 [ 0.  0.  0. ... 10. 11.  1.]]"
wheelchair,176,"[[ 0. 21. 57. ...  0.  0.  1.]
 [18.  9. 14. ...  1.  0.  3.]
 [18. 11. 14. ...  0.  0.  1.]
 ...
 [ 0.  0.  0. ...  2.  0.  1.]
 [ 0.  0. 16. ...  5.  0.  0.]
 [13.  3.  2. ...  0.  0.  0.]]"
Motorbikes,125,"[[  2.   1.   0. ...   0.   1.   8.]
 [  8.   9.  73. ...   0.   0.  16.]
 [  2. 107. 124. ...   0.   0.   1.]
 ...
 [ 27.   9.   0. ...  11.   5.   1.]
 [ 68.  19.   9. ...   0.   0.  13.]
 [ 25.   8.   0. ...   0.   1.  14.]]"
laptop,66,"[[  2. 105.  67. ...   0.   0.   5.]
 [  2.   0.   0. ...   0.   0.   6.]
 [  0.   0.   5. ...   0.   0.   6.]
 ...
 [  8.   6.  54. ...   0.   0.   0.]
 [  1.   4.  73. ...   0.   0.   1.]
 [ 25.  13.   1. ...   0.   0.   0.]]"
Motorbikes,159,"[[  1.   0.   0. ...   0.   0.   1.]
 [  0.   6.  82. ...   0.   0.   2.]
 [  0.   0.   5. ...   0.   0.   0.]
 ...
 [  0.  38. 112. ...   0.   0.   6.]
 [  8.  55.  17. ...   0.   0.   1.]
 [ 14.   0.   0. ...   0.   0.   1.]]"
airplanes,41,"[[44.  0.  0. ... 83. 25. 18.]
 [71. 13.  0. ...  4.  0.  0.]
 [14. 74. 19. ...  3.  6. 13.]
 ...
 [45. 61.  4. ...  0.  0.  0.]
 [ 3.  1.  1. ... 93.  0.  0.]
 [34.  0.  0. ...  0.  1.  6.]]"
watch,63,"[[  0.   2.  60. ...   0.   0.   0.]
 [  0.   0.   0. ...   7.  37.   1.]
 [  1.  19.  36. ...   0.   0.   3.]
 ...
 [ 71.   0.   0. ...  48.  53.  13.]
 [  6.   1.   3. ...   0.   0.   2.]
 [  0.  38. 146. ...   0.   0.   2.]]"
mandolin,89,"[[  8.   1.   6. ...   0.  62. 131.]
 [  6.   9.   6. ...   3.   2.   1.]
 [  2.   4.   4. ...  23.   9.   1.]
 ...
 [  7.   8.   5. ...   0.   0.   1.]
 [  0.   0.   0. ...   0.   0.   0.]
 [ 33.  19.  51. ...   0.   0.   1.]]"
brain,145,"[[ 0.  0.  0. ...  0.  1.  7.]
 [ 0.  0.  1. ...  0.  0.  9.]
 [ 8. 32. 24. ...  0.  0. 63.]
 ...
 [ 2.  5. 10. ...  0.  0.  3.]
 [21. 20. 73. ... 11. 33.  5.]
 [ 0.  0.  0. ...  0.  0.  1.]]"
watch,173,"[[ 53. 116.   0. ...   0.   0.   1.]
 [ 12.  10.   2. ...   0.   0.   4.]
 [  1. 131.  98. ...   0.   0.   7.]
 ...
 [ 60.   8.   0. ...   0.   0.   6.]
 [  0.   0.   0. ...  10.  14.   5.]
 [ 13.   7.  11. ...   0.   0.   4.]]"
umbrella,25,"[[  0.   1.   1. ...   0.   0.   3.]
 [  0.   0.   5. ...   0.   0.   3.]
 [ 50.   6.   3. ...   0.   0.   0.]
 ...
 [  2.   6.   1. ...   0.   0.   0.]
 [ 25.   6.  74. ...   0.   0.   1.]
 [  0.   1. 100. ...   0.   0.   0.]]"
BACKGROUND_Google,34,"[[137.   6.   1. ...   0.   1.   3.]
 [ 14.   3.   2. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   1.   2.]
 ...
 [ 31.  17.  18. ...   0.   5.  20.]
 [  0.   2.  22. ...   0.   5.  27.]
 [ 14.   0.   1. ...   0.   0.   3.]]"
BACKGROUND_Google,186,"[[ 0.  2.  7. ...  0.  0. 14.]
 [ 0.  0.  5. ...  0.  0.  2.]
 [ 0.  0.  0. ...  0.  0.  2.]
 ...
 [13. 16.  4. ...  0.  0. 12.]
 [ 3. 34. 20. ...  0.  0.  1.]
 [33.  5.  0. ...  0.  0.  0.]]"
laptop,154,"[[ 70. 103.   0. ...   0.   0.   0.]
 [ 48.  83.  26. ...   4.  33.  37.]
 [ 32.  23.   1. ...   0.   0.   0.]
 ...
 [112.   0.   0. ...   0.   0.   0.]
 [  1.   0.   0. ...   0.   0.   1.]
 [  6.  23.   8. ...   0.   0.   0.]]"
grand_piano,100,"[[  2.  19.   3. ...   0.   2.   7.]
 [  0.   0.  40. ...   0.   0.   0.]
 [  0.   0.  17. ...   0.   0.   3.]
 ...
 [  8.  24.   7. ...   0.   0.   0.]
 [ 16.   7.  78. ...   0.   0.   1.]
 [  0.  93. 151. ...   0.   0.   0.]]"
soccer_ball,49,"[[  0.   0.   0. ...   0.   0.   1.]
 [  0.   0.   0. ...   0.   0.   4.]
 [  0.   0.   0. ...   0.   0.   8.]
 ...
 [  3.  45. 130. ...   3.  46.  60.]
 [ 20.  21. 128. ...   0.   6.  10.]
 [  0.   2. 101. ...   0.   3.   6.]]"
ketch,136,"[[ 17.   7.   1. ...   0.   0.   0.]
 [  3. 148.  42. ...   0.   0.   0.]
 [  0.   0.   6. ...   0.   0.   0.]
 ...
 [  0.   0.   0. ...   0.   0.   3.]
 [  2.   7. 103. ...   0.   0.   0.]
 [ 22.  89.  57. ...   0.   0.   0.]]"
euphonium,185,"[[  5.   1.  30. ...  12.   5.   2.]
 [  0.   0.   0. ...   2.   2.  76.]
 [  0.   0.  34. ...   0.   0.   0.]
 ...
 [  8. 152.  11. ...   4.   0.   0.]
 [  1.   0.   0. ...   2.   3.   8.]
 [ 78.   0.   0. ...   0.   0.   0.]]"
octopus,82,"[[123.   2.   0. ...   0.   0.   3.]
 [ 32.  28.   0. ...   3.   1.  11.]
 [129.   3.   2. ...  26.   0.   1.]
 ...
 [  0.   0.   2. ...   1.   1.   1.]
 [  1.   2.   1. ...   0.   1.   6.]
 [  0.   0.   0. ...   0.   0.   3.]]"
trilobite,196,"[[  9.   3.   0. ...   9.   8.   2.]
 [130.  73.   0. ...   9.  31.  32.]
 [  0.   0.   0. ...  14.  39.  48.]
 ...
 [ 11.   0.   1. ... 137.  32.   4.]
 [ 12.  73.   2. ...  53.   1.   6.]
 [  4.   1.   0. ...   6.  33.  24.]]"
llama,204,"[[111.  49.  18. ...   0.   0.   0.]
 [  0.   0.   0. ...  21.   4.   0.]
 [  6.  58.  94. ...   0.   0.   0.]
 ...
 [ 17.   3.   3. ...   2.   1.   2.]
 [  0.   0.   0. ...  23.  16.  35.]
 [  3.   2.   7. ...   0.   0.   0.]]"
trilobite,129,"[[  0.   0.   0. ...   0.   2.   4.]
 [ 10.   3.   0. ...   8.  17.   8.]
 [  2.  23. 126. ...   0.  17.  22.]
 ...
 [  0.   0.   0. ...   0.   1.   2.]
 [  4.   1.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   2.]]"
bonsai,123,"[[  0.   2.  88. ...   0.   0.   0.]
 [ 21.  11.  61. ...   0.   0.   0.]
 [ 36.  29.   2. ...   0.   0.   7.]
 ...
 [  5. 145. 102. ...   0.   0.   0.]
 [  3.   3.   0. ...   0.   0.   0.]
 [  2. 141. 109. ...   0.   0.   0.]]"
euphonium,269,"[[ 4.  2.  2. ...  0.  1.  2.]
 [33. 12.  4. ...  0.  0.  0.]
 [36. 14.  4. ...  0.  0.  0.]
 ...
 [15.  7. 52. ...  0.  0.  0.]
 [16.  1.  0. ...  7.  7. 34.]
 [ 0.  0.  0. ...  0.  5.  4.]]"
Faces,169,"[[  9.  42.  43. ...   0.   0.   0.]
 [  1.   2.   3. ...   0.   0.   0.]
 [  0. 145. 140. ...   1.   0.   1.]
 ...
 [  0.   0.   0. ...  35.  19.   9.]
 [  0.  34. 151. ...   1.   0.   0.]
 [154.   2.   0. ...   0.   0.   0.]]"
pagoda,293,"[[  0.   7.  38. ...   1.   0.   0.]
 [ 25.   3.   3. ...   0.   1.  30.]
 [ 50.  47.  26. ...   7.   2.   1.]
 ...
 [  0.   0.   3. ...   3.   1.   2.]
 [125.  27.   1. ...   0.   0.   0.]
 [  0.   0.   0. ...  15.  21.  54.]]"
starfish,125,"[[ 40.   0.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   1.  32.]
 [  0.   0.   0. ...   0.   0.   2.]
 ...
 [  0.   0.   0. ... 153.  23.   5.]
 [ 71.   9.   7. ...   0.   0.   0.]
 [  0.   0.   0. ...   3.   9.   4.]]"
mandolin,43,"[[  0.   7.  40. ...   6.   1.   1.]
 [  0.   8. 119. ...   0.   0.   1.]
 [  2.  18.  42. ...   0.   0.  35.]
 ...
 [  1.   1.   2. ...   5.   0.   6.]
 [  1.   2.   1. ...   1.   0.   8.]
 [  1.   1.   4. ...   1.   0.   6.]]"
pagoda,223,"[[ 21.   0.   0. ...   0.   0.   0.]
 [  1.   0.   0. ...   3.   0.   0.]
 [ 16.   2.   1. ...   0.   0.   0.]
 ...
 [  0.   0.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...  38. 115.  13.]
 [133.  17.   9. ...   0.   0.   0.]]"
Leopards,122,"[[10.  0.  0. ... 43.  6.  0.]
 [29.  0.  0. ... 41. 74.  1.]
 [ 2.  0.  0. ...  0.  0.  0.]
 ...
 [20.  0.  0. ... 19.  1.  0.]
 [ 6.  0.  0. ...  0.  0.  2.]
 [13.  0.  0. ...  6.  0.  0.]]"
ewer,65,"[[  0.   0.   0. ...   7.   1.   1.]
 [ 17.   0.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   0.]
 ...
 [ 24. 130.   7. ...   0.   0.   0.]
 [  0.   0.   0. ...  10.   2.   3.]
 [ 17.   6.   0. ...   0.   0.   0.]]"
kangaroo,259,"[[ 0.  0.  0. ... 10.  0.  3.]
 [46.  3.  6. ...  0.  1.  9.]
 [59. 15.  3. ...  0.  2.  3.]
 ...
 [ 2.  0.  4. ...  1.  0.  0.]
 [17.  5.  3. ...  0.  0.  0.]
 [ 4.  2.  7. ...  0.  0.  0.]]"
cougar_face,240,"[[101.   9.   0. ...   0.   0.   0.]
 [ 24. 136.  52. ...   0.   0.   0.]
 [  3.   4.   1. ...   0.   2.  82.]
 ...
 [ 27.  29.   1. ...   0.   0.   0.]
 [ 18.  83.  53. ...   0.   0.   0.]
 [  7.   2.  10. ...   0.   0.   0.]]"
ibis,90,"[[61. 27.  4. ... 18.  0.  0.]
 [28. 11.  5. ... 10.  1.  2.]
 [55.  2.  0. ...  0.  0.  0.]
 ...
 [18.  1.  0. ... 27. 28.  2.]
 [ 5.  1.  0. ... 53.  1.  7.]
 [ 0.  0.  0. ... 53.  3.  2.]]"
wrench,48,"[[  0.   0.   0. ...   0.   0.   8.]
 [  2.   2. 102. ...   0.   0.  16.]
 [  0.   0.   0. ...  16.  91.   6.]
 ...
 [ 88.  38.  49. ...   0.   0.   4.]
 [ 35. 112.   3. ...   0.   0.   6.]
 [  4.  15.  22. ...   0.   0.   0.]]"
lotus,115,"[[  0.   0.   0. ...  12. 122.  51.]
 [ 54.   0.   0. ...   0.   0.   1.]
 [  4.   3.   3. ...   9.   1.   3.]
 ...
 [  2.   3.   2. ...  68.  48.   0.]
 [  0.   0.  22. ...   0.   0.   0.]
 [  0.   1. 177. ...   0.   0.   0.]]"
Motorbikes,105,"[[  0.  16.  59. ...   0.   0.   1.]
 [  0.  44.  91. ...   0.   0.   3.]
 [146.   1.   0. ...   0.   0.   1.]
 ...
 [  0.   7.  61. ...   0.   0.   1.]
 [ 15.   0.   8. ...   0.   0.   2.]
 [  0.  22.  70. ...   0.   0.   4.]]"
Leopards,199,"[[45.  0.  0. ...  5.  4.  2.]
 [16.  3.  0. ...  9. 86. 18.]
 [ 3.  0.  0. ... 19. 33. 28.]
 ...
 [22.  1.  0. ... 13. 13.  4.]
 [32.  1.  0. ...  2.  1.  6.]
 [35.  1.  0. ...  9. 29. 15.]]"
BACKGROUND_Google,176,"[[  3.  97. 124. ...   0.   0.   0.]
 [  0.   0.   0. ...   3.   0.   1.]
 [  0.   0.   0. ...   4.   4.   0.]
 ...
 [  7.   4.   0. ... 118.   1.   0.]
 [  2.   0.   0. ...  16.   1.  52.]
 [  0.   0.   0. ...   1.   3. 128.]]"
ketch,337,"[[18. 11. 27. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  0.]
 [16. 15.  2. ...  0.  0.  0.]
 ...
 [ 0.  2. 30. ...  0.  0.  1.]
 [ 0.  1. 10. ...  0.  0.  1.]
 [ 5. 13.  2. ...  0.  0.  1.]]"
laptop,148,"[[ 45.  27.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   1.]
 [ 54. 115.  37. ...   0.   0.   0.]
 ...
 [  1.   2.   5. ...   0.   0.  11.]
 [ 15.   5.   0. ...   0.   0.   0.]
 [103.   4.   1. ...   0.   1.   0.]]"
dalmatian,220,"[[  0.   1.   1. ...   0.   0.   0.]
 [  0.   0.   0. ...   1.   2.   5.]
 [ 17.   6.  15. ...   4.   1.   0.]
 ...
 [  0.   1.  36. ...   0.   0.   0.]
 [  0.  91. 103. ...   0.   0.   8.]
 [  2.  16. 146. ...   0.   0.   1.]]"
laptop,42,"[[ 18. 132.  83. ...   0.   0.   1.]
 [  9.  35.  54. ...   0.   0.   0.]
 [  1.   8. 157. ...   0.   0.   0.]
 ...
 [ 11.   6.   1. ...   0.   0.   5.]
 [  0.   0.   0. ...   0.   4.   6.]
 [  2.   5.  62. ...   0.   0.  37.]]"
stegosaurus,210,"[[ 2.  2. 46. ...  7. 22. 24.]
 [ 2.  0.  0. ... 12.  9.  7.]
 [11.  5.  1. ...  6.  1.  1.]
 ...
 [20.  6.  5. ...  0.  0.  0.]
 [ 7.  3. 32. ...  0.  0.  2.]
 [ 0.  0.  0. ...  1.  0. 47.]]"
water_lilly,126,"[[114.  56.  11. ...  12.   1.   0.]
 [  4.   2.   1. ...   8.  24.   4.]
 [  1.  10.  16. ...   0.   1.   5.]
 ...
 [  0.   0.   0. ...   0.   0.   0.]
 [  4.   9.   3. ...   0.   0.   0.]
 [ 14.  12.   1. ...   0.   0.   0.]]"
airplanes,70,"[[  3.   0.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0. 133.]
 ...
 [ 20.  14.  23. ...   0.   0.   0.]
 [ 95.  19.  13. ...   0.   0.   1.]
 [  2.  18.  15. ...   0.   0.   2.]]"
butterfly,245,"[[ 10.  23.   4. ...   0.   0.   0.]
 [  0.   0.   0. ...  17.   3.  12.]
 [  1.   0.   0. ...   2.   3.  73.]
 ...
 [  0.   0.   0. ... 131. 125.   3.]
 [  1.   1.  29. ...   0.   1.   2.]
 [  0.   0.   0. ...   1.   3.   4.]]"
crocodile,179,"[[ 39.  11.   5. ...   7.   6.   6.]
 [ 64.  28.  28. ...   0.   0.   0.]
 [  1.   6.  18. ...   0.   4.  16.]
 ...
 [  4.  14.  14. ...   2.  45.  36.]
 [ 16.  27. 136. ...   0.   0.   0.]
 [ 19.  30.  95. ...   0.   0.   0.]]"
brain,249,"[[ 0.  0.  0. ...  0.  5.  4.]
 [21.  0.  0. ...  3. 19. 34.]
 [ 9.  0.  0. ...  6.  4.  3.]
 ...
 [17.  1.  0. ... 27. 13.  7.]
 [ 7.  0.  0. ...  2. 11. 31.]
 [ 1.  0.  0. ...  0.  1.  4.]]"
scorpion,128,"[[132.   0.   0. ...   0.   2.  52.]
 [ 32.   5.   0. ...  12.  27.   7.]
 [ 20.   3.   1. ...   0.   3.  26.]
 ...
 [  9.   4.  40. ...  33.   5.   8.]
 [ 22.  12.  11. ...   0.   2.   2.]
 [134.  33.   1. ...   2.   0.   4.]]"
Faces,165,"[[ 16.  13.   1. ...  23.   2.   0.]
 [  0.   0.   0. ...  51.  23.  35.]
 [  3.   0.   0. ...   0.   0.   0.]
 ...
 [116.  54.   0. ...   0.   0.  36.]
 [  0.   9.  13. ...   0.   0.   0.]
 [ 16.   6.  34. ...   1.   1.  13.]]"
airplanes,67,"[[ 2.  0.  0. ...  2.  1.  4.]
 [ 0.  0.  0. ...  1.  0.  4.]
 [ 4. 10.  8. ...  4.  1.  2.]
 ...
 [ 0.  0.  0. ...  0.  4.  1.]
 [ 0.  0.  0. ... 41.  0.  0.]
 [29.  0.  0. ...  0. 50.  2.]]"
revolver,233,"[[ 0.  5. 25. ...  0.  0.  0.]
 [ 0.  0. 39. ...  0.  0.  0.]
 [ 0.  0.  0. ...  1.  6. 82.]
 ...
 [ 0.  0.  0. ...  0.  0.  1.]
 [ 0.  0.  0. ...  6. 10.  9.]
 [ 8. 12. 24. ...  0.  0.  0.]]"
airplanes,51,"[[ 5.  3.  0. ...  0.  0.  0.]
 [ 3. 33. 36. ...  0.  0.  3.]
 [ 0.  0. 22. ... 32. 38.  7.]
 ...
 [ 0.  2. 48. ...  0.  1.  1.]
 [ 8.  0.  0. ...  0.  0.  0.]
 [ 1. 27. 51. ...  4. 30.  8.]]"
airplanes,136,"[[ 53.  83.  28. ...   0.   0.   1.]
 [  0.  14.  34. ...   0.   0.   0.]
 [  7.   4.   8. ...   0.   0.   0.]
 ...
 [  1.   9.  12. ...   0.   0.   1.]
 [  0.  10.  26. ...   0.   0.   2.]
 [ 30.  99. 150. ...   0.   0.   0.]]"
barrel,169,"[[81.  6. 12. ... 11.  0.  2.]
 [ 1.  0.  0. ... 17.  1.  0.]
 [ 0.  3. 51. ...  0.  0.  0.]
 ...
 [ 0.  0.  0. ...  1. 22. 77.]
 [33. 13. 12. ...  0.  0.  0.]
 [18. 42. 53. ...  0.  0.  0.]]"
barrel,151,"[[ 58.   1.   0. ...   0.   0.   1.]
 [ 15.   5.   0. ...   0.   0.   0.]
 [  1.   0.   0. ...   0.   0.   5.]
 ...
 [153.  70.   0. ...  20.  44.   7.]
 [  0.   2.   2. ...   0.   0.   0.]
 [121.  22.   0. ...   1.   7.   1.]]"
Motorbikes,135,"[[10. 26. 11. ...  0.  0.  0.]
 [29. 14.  5. ...  0.  0.  1.]
 [46. 16.  0. ...  0.  0.  0.]
 ...
 [ 3.  1.  0. ... 16.  5.  4.]
 [92. 45. 15. ...  0.  0.  0.]
 [ 4.  5. 65. ...  0.  0.  7.]]"
starfish,474,"[[ 15.  81.  69. ...   0.   0.   0.]
 [  6. 122.  16. ...   0.   0.   0.]
 [ 29.   8.   0. ...   0.   0.   0.]
 ...
 [ 42.  11.  24. ...  22.  48.  16.]
 [  0.   0.   0. ...   3.   4.  15.]
 [  2.   8.  30. ...  55.  17.  28.]]"
rooster,178,"[[  0.   0.   0. ...  17.  12.  16.]
 [112.  67.  38. ...   0.   0.   6.]
 [  0.   0.   0. ...  45.   1.   0.]
 ...
 [  2.   0.   0. ...   0.   0.   0.]
 [ 18. 129.  42. ...   0.   3.  16.]
 [  0.   2.   4. ...   0.   0.   6.]]"
airplanes,211,"[[ 0.  1.  9. ...  0.  0.  0.]
 [ 0.  0.  6. ...  0.  0.  1.]
 [ 1.  0.  2. ...  0.  0.  0.]
 ...
 [15. 32. 11. ...  0.  0.  0.]
 [ 1.  3.  6. ...  0.  0.  1.]
 [ 1.  1.  1. ...  0.  0.  3.]]"
wheelchair,183,"[[ 0.  0.  0. ...  1.  8.  7.]
 [ 0.  0.  0. ...  0.  0.  0.]
 [23. 84. 22. ...  0.  0.  0.]
 ...
 [ 0.  0.  0. ... 29. 17.  0.]
 [ 4.  0.  0. ...  2.  2.  1.]
 [ 1.  0.  0. ...  0.  0.  0.]]"
Faces,107,"[[ 7. 21.  5. ...  0.  0.  0.]
 [ 0.  0.  0. ... 14.  1.  0.]
 [ 3.  1.  0. ...  0.  1.  7.]
 ...
 [15.  3.  1. ...  0.  3.  8.]
 [15.  0.  0. ... 10. 20. 73.]
 [38. 82. 25. ... 20.  0.  0.]]"
panda,66,"[[ 51. 119.   0. ...  15.   0.   0.]
 [  0.   1. 117. ...   0.  11.   8.]
 [  0.   0.   0. ...   0.   6.  72.]
 ...
 [  1.   0.   0. ...   0.   0.   1.]
 [  0.   0.   0. ...   0.   0.   0.]
 [ 10.   2.  19. ...   0.   0.  51.]]"
Faces_easy,215,"[[147.  26.   1. ...   0.   0.   0.]
 [  0.   0.   0. ...  23.   2.  10.]
 [  1.  37.   7. ...   0.   0.   6.]
 ...
 [  3.   0.   0. ...   2.   0.   0.]
 [ 19.  12.   5. ...   1.   0.   0.]
 [ 54.  43.  24. ...  11.  27.  19.]]"
kangaroo,132,"[[ 1.  0.  0. ...  8.  1.  1.]
 [ 1.  4. 21. ... 15. 10. 32.]
 [ 3.  0.  0. ... 14.  8. 11.]
 ...
 [21.  1.  2. ... 69. 29. 21.]
 [26. 32. 53. ...  0.  1.  2.]
 [ 2.  2. 15. ...  0.  0.  0.]]"
grand_piano,97,"[[ 64.  38.   0. ...   0.  10.  38.]
 [  1.   1.   5. ...   0.   0.  61.]
 [ 14.  58. 131. ...   1.   1.  16.]
 ...
 [ 27. 118. 118. ...   0.   0.  45.]
 [  0.   1.  13. ...   0.   1.   0.]
 [  0.   0.   4. ...   0.   0.   0.]]"
