obj_name,nb_kp,descriptors
obj100,31,"[[  0.  14.  98. ...   0.   0.   0.]
 [136.  17.   0. ...   0.   0.   8.]
 [ 11.  10.  48. ...   0.   0.   4.]
 ...
 [ 14. 113.  10. ...   1.   2.   8.]
 [ 13.   3.   0. ...   0.   0.   0.]
 [  8.   9.  25. ...   0.   0.  10.]]"
obj78,400,"[[ 62. 128.  16. ...   0.   0.   0.]
 [  0.   0.   0. ...   9.  41.  45.]
 [  0.   0.   0. ...  91.  40.  34.]
 ...
 [  6.   7.   8. ...  12.   2.   0.]
 [  0.   0.   0. ...  20.  17.  18.]
 [  0.   0.   0. ...   0.   1.  32.]]"
obj25,416,"[[  0.   0.   0. ...  93.   7.   6.]
 [ 62.  38.   6. ...   5.  14.  47.]
 [  0.   0.   0. ...   1.   0.   0.]
 ...
 [  0.  33.  55. ...   4.   3.   1.]
 [  0.   0.   0. ...   8.   2.   1.]
 [ 14.  25. 110. ...  10.  17.  35.]]"
obj62,65,"[[ 38.  20.  11. ...   0.   0.  24.]
 [ 42.  35.  16. ...   0.   0.   5.]
 [ 65.  14.  14. ...   0.   0.  55.]
 ...
 [111.  10.   1. ...   0.   0.   0.]
 [ 36.  17.   1. ...   0.   0.   0.]
 [ 16.   2.   0. ...   0.   0.   0.]]"
obj34,27,"[[ 0.  6. 41. ... 14. 22. 11.]
 [92.  3.  0. ...  4.  1. 20.]
 [46.  3.  0. ...  0.  0.  5.]
 ...
 [61.  0.  0. ... 22.  0.  0.]
 [48. 22.  1. ...  0.  0. 36.]
 [ 1.  0.  0. ...  6.  0.  0.]]"
obj57,32,"[[  2.  18.   4. ...   0.   0.   0.]
 [  0.   5.  14. ...   0.   7.   6.]
 [  0.   3. 135. ...   0.   2.   8.]
 ...
 [  6.   1.   0. ...   0.   0.   7.]
 [  5.   3.   1. ...   0.   0.   0.]
 [  0.  36. 162. ...   0.   0.   0.]]"
obj96,281,"[[  9.   8.   7. ...   4.   0.   0.]
 [ 53. 127. 101. ...   8.  21.  89.]
 [ 41.  45.  19. ...   0.   0.   0.]
 ...
 [ 24.  91.  90. ...   0.   0.   0.]
 [103. 133.  32. ...   0.   0.   0.]
 [  4.   1.   3. ...   1.   0.   0.]]"
obj17,32,"[[  0.  41. 145. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   0.]
 ...
 [  0.   0.   0. ...   0.   1.   9.]
 [137.  86.   1. ...   0.   0.  13.]
 [ 18. 162.  93. ...   0.   0.   0.]]"
obj68,34,"[[ 76.  17.  35. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   0.]
 [140.   0.   0. ...   0.   0.   1.]
 ...
 [ 23.  29.   8. ...   0.   0.   0.]
 [  3.  14.   0. ...   0.   0.   9.]
 [ 38.  12.   6. ...   0.   0.   0.]]"
obj88,38,"[[ 32.  39.  13. ...   0.   0.   0.]
 [  0. 133.  63. ...   0.   0.   0.]
 [  2.  11.  48. ...   0.   0.   3.]
 ...
 [  0.   0.   4. ...   0.   0.   3.]
 [  5.   0.   0. ...   0.   0.   1.]
 [ 13.   1.   0. ...   0.   0.   0.]]"
obj46,120,"[[  1.   0.   0. ...   1.   1.   2.]
 [  1.  15.  67. ...   1. 119.   7.]
 [  1.   1.  79. ...   0.   1.   5.]
 ...
 [ 10.   5.   2. ...   0.   0.   2.]
 [  0. 119. 156. ...   4.   7.  12.]
 [  0.   8.  63. ...   0.   0.   5.]]"
obj15,298,"[[26. 17. 27. ...  0.  0.  3.]
 [ 4. 14. 18. ...  0.  0.  0.]
 [34. 45. 79. ...  0.  1.  5.]
 ...
 [96. 67.  3. ...  0.  8. 62.]
 [35. 41. 43. ...  0.  0.  0.]
 [30. 30.  5. ...  0.  0.  1.]]"
obj19,60,"[[132.   6.   0. ...   0.   0.   0.]
 [  2.  82.  83. ...   0.   0.   0.]
 [  0.   3.  27. ...   0.   0.   5.]
 ...
 [ 20.  98. 128. ...   0.   1.   6.]
 [  0.   0.   0. ...   2.   1.   1.]
 [  5.  25.  26. ...   0.   0.   2.]]"
obj70,0,
obj81,131,"[[ 11.  20.   0. ...   0.   0.   5.]
 [  0.   0.   1. ...   7.   1.   3.]
 [  7. 135.  80. ...   0.   0.  40.]
 ...
 [  0.   1.  17. ...   0.   0.   1.]
 [  0.   0.   0. ...   1.   0.   0.]
 [  2.   1.   0. ...   0.   0.   1.]]"
obj98,128,"[[  5.  82. 133. ...   0.   0.   0.]
 [ 30.  19.  10. ...  14.  48.  32.]
 [ 70.  16.   6. ...   8.   2.   0.]
 ...
 [  0.  66.  95. ... 103. 126.   4.]
 [  0.   1.  20. ...   6.  12.   2.]
 [  0.   0.   1. ...   0.   0.   0.]]"
obj46,103,"[[  0.   0.   0. ... 139.  87.   1.]
 [  1.   0.   0. ...  18.  13.   2.]
 [  0.   0.   0. ...   6.   0.   5.]
 ...
 [  0.   0.   0. ...   0.   0.   0.]
 [  0.   0.   1. ...   0.   0.   3.]
 [ 77.  63.   0. ...   0.   0.   0.]]"
obj55,309,"[[  4.   1.   0. ... 136.  61.  20.]
 [  0.   0.   0. ...   0.   1.   4.]
 [  1.   0.   0. ...  17.  22.  13.]
 ...
 [  1.   0.   0. ...   6.  19.  39.]
 [  0.   0.   0. ...  30.  31.  36.]
 [  1.   0.   0. ...   6.  38. 115.]]"
obj24,32,"[[ 66.  94.  35. ...   0.   0.   0.]
 [ 45.  93.  88. ...   0.   0.   0.]
 [ 22. 133. 108. ...   0.   0.   1.]
 ...
 [  9. 164.  14. ...   0.   0.   1.]
 [  0.  53.  46. ...   0.   0.   0.]
 [ 29.  58.  78. ...   0.   0.   0.]]"
obj86,35,"[[  3. 111. 132. ...   0.   0.   0.]
 [ 24.  90.   8. ...   0.   0.   7.]
 [  2.  11. 150. ...   0.   0.   0.]
 ...
 [  0.  29.  33. ...   0.   0.   0.]
 [  3.   6.   6. ...   0.   0.   9.]
 [ 56.   9.   0. ...   0.   0.  15.]]"
obj71,274,"[[119. 115.   6. ...   0.   0.   0.]
 [107.  33.   4. ...   0.   0.   0.]
 [157.  69.   2. ...   0.   0.   4.]
 ...
 [ 22.   8.   7. ...   0.   0.   0.]
 [113.   3.   0. ...   0.   0.   0.]
 [ 48.  23.  12. ...   0.   0.   0.]]"
obj57,39,"[[ 1.  0.  0. ...  1.  0.  0.]
 [ 1.  5.  0. ...  0.  0.  0.]
 [19. 43.  1. ...  0.  0.  0.]
 ...
 [ 2.  3.  0. ...  8.  0.  2.]
 [28.  3.  0. ...  0. 63. 39.]
 [ 0.  0.  0. ... 19.  4.  0.]]"
obj33,15,"[[57. 52.  9. ...  0.  0.  0.]
 [75. 72.  9. ...  0.  0.  0.]
 [ 1.  0.  1. ...  0.  0.  5.]
 ...
 [ 0.  0. 12. ...  0.  0.  0.]
 [12. 88. 77. ...  0.  0.  1.]
 [ 0.  0.  6. ...  0.  0.  0.]]"
obj67,140,"[[ 4. 84. 18. ...  0.  0.  4.]
 [ 4. 48. 42. ...  0.  0.  1.]
 [ 0.  0.  0. ...  3.  0.  0.]
 ...
 [ 1.  8. 53. ...  1.  0.  0.]
 [61. 47. 26. ...  2.  0.  0.]
 [ 0.  0.  0. ...  3.  0.  0.]]"
obj75,438,"[[ 3. 51. 34. ... 17.  4. 13.]
 [ 0.  6. 82. ...  0.  0.  1.]
 [ 7.  9. 39. ...  0.  0.  4.]
 ...
 [22.  9.  1. ... 25. 24.  5.]
 [26.  8.  3. ...  0.  0.  0.]
 [37. 23.  6. ...  1.  0.  1.]]"
obj17,175,"[[ 1.  0.  0. ... 35. 19. 10.]
 [ 1.  0.  0. ...  3. 13.  5.]
 [ 1.  0.  0. ...  5.  3.  3.]
 ...
 [26.  0.  0. ...  0.  0.  0.]
 [37.  0.  0. ... 13. 19.  5.]
 [18.  0.  0. ...  0.  1. 12.]]"
obj99,256,"[[ 2.  0.  0. ...  1.  2.  2.]
 [ 1.  0.  0. ...  4.  3. 43.]
 [ 1.  0.  0. ... 21. 13.  5.]
 ...
 [ 1.  0.  0. ...  1.  8. 28.]
 [ 0.  0.  0. ...  3.  3.  8.]
 [ 0.  0.  0. ...  8.  3.  7.]]"
obj65,122,"[[ 5. 21.  3. ...  0.  0.  0.]
 [88. 54. 32. ...  0.  0.  0.]
 [63. 47.  5. ...  0.  0.  0.]
 ...
 [18. 35. 36. ...  0.  0.  1.]
 [35.  0.  1. ...  0.  0.  0.]
 [ 2. 10. 12. ...  0.  0.  0.]]"
obj37,271,"[[  0.   0.   0. ...   3.   1.   2.]
 [  0.   0.   1. ...   0.   3. 123.]
 [  0.   0.  56. ...   0.   2.  39.]
 ...
 [  3.  20.  27. ...   0.   2.  25.]
 [ 17.   3.   2. ...   4.   3.   2.]
 [  1.   2.   1. ...  24.   2.   5.]]"
obj6,40,"[[ 96. 129.  16. ...   1.   0.   5.]
 [  0.   0.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   5.]
 ...
 [  5.   2.   0. ...   0.   0.   1.]
 [  1.  21. 133. ...   0.   0.   2.]
 [  4. 137. 137. ...   0.   0.  13.]]"
obj91,55,"[[148.  44. 103. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   1.]
 [  0.   0.   0. ...   0.   0.   6.]
 ...
 [  3.   0.   0. ...   0.   0.  17.]
 [ 64. 121.  53. ...   0.   0.   3.]
 [ 20.  33.   6. ...   0.   0.   0.]]"
obj87,84,"[[  0.   0.   0. ...   3.   1.   6.]
 [ 98.  55.   0. ...   0.   3.  10.]
 [ 91.  70.  11. ...   0.   1.   2.]
 ...
 [126.  43.   1. ...   8.   0.   3.]
 [ 23. 139.  35. ...  15.   6.   5.]
 [ 38.   4.   8. ...   0.   0.   1.]]"
obj90,133,"[[  0.   0.   0. ...   0.   0.   0.]
 [  1.   2.  12. ...   2.   6.  16.]
 [ 16.   2.  21. ...   0.   0.   0.]
 ...
 [  0.  44. 119. ...   1.   1.   0.]
 [ 39.   5.  17. ...  23.   8.   0.]
 [  6.   0.   0. ...   1.   2.   2.]]"
obj20,41,"[[  0.   0.   0. ...   1.   0.   6.]
 [  2. 128.  97. ...   0.   0.   0.]
 [ 12.  78.  29. ...   0.   0.   3.]
 ...
 [  1.  17. 126. ...   0.   0.   6.]
 [  5.  85.  69. ...   0.   0.   4.]
 [  0.   2.  83. ...   0.   0.   0.]]"
obj95,330,"[[ 0.  0.  0. ...  1. 14. 16.]
 [ 0.  0.  0. ...  1.  0.  6.]
 [ 3.  2.  0. ...  0.  0.  2.]
 ...
 [ 6.  4. 23. ... 42.  6.  0.]
 [ 2.  0.  0. ...  0.  0.  0.]
 [ 1.  0.  0. ... 50. 13.  6.]]"
obj20,25,"[[  2.   1.   0. ...   0.   1.   3.]
 [  0.   0.   0. ...   0.   0.   0.]
 [ 29.  38.   0. ...   0.   0.   0.]
 ...
 [  1.   3.  13. ...   0.   1.   6.]
 [  2.   6.   2. ...   0.   0.   2.]
 [  1.  20. 134. ...   0.   0.   0.]]"
obj75,367,"[[  0.   0.   0. ...  81.  65.  35.]
 [105. 128.  68. ...  83.  87.  41.]
 [ 66.  74.  39. ...   0.   0.   0.]
 ...
 [ 14.  53.  50. ...  36. 109. 102.]
 [118.  61.  45. ...   7.   0.   0.]
 [ 26.   7.   3. ...  34.  16.  25.]]"
obj36,14,"[[25.  7.  0. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  8.]
 [ 0.  0.  0. ...  0.  0.  5.]
 ...
 [ 3. 21. 35. ...  0.  0.  0.]
 [ 0.  0.  2. ...  0.  0. 10.]
 [ 0.  0.  0. ...  0.  0.  0.]]"
obj24,31,"[[ 14. 143. 123. ...   0.   0.   1.]
 [ 44.  43.  11. ...   0.   0.   1.]
 [119.   8.   1. ...   0.   0.   5.]
 ...
 [  4.   0.   0. ...   0.   0.   0.]
 [  1.   0.   0. ...   0.   0.   7.]
 [ 17.  57.  59. ...   0.   0.   0.]]"
obj8,49,"[[  0.   0.   9. ...   0.   0.  12.]
 [  1.  23. 106. ...   0.   0.   0.]
 [ 16.   3.  38. ...  10.   1.   5.]
 ...
 [ 31. 113.  64. ...   0.   0.   0.]
 [  1.   0.   0. ...   5.   1.   1.]
 [ 38.  68.  10. ...   0.   0. 131.]]"
obj4,10,"[[  1.   1.  36. ...   0.   0.   1.]
 [ 45.  88.   8. ...   0.   0.   0.]
 [ 15. 123.  57. ... 123. 116.   0.]
 ...
 [ 26.  20.   2. ...   0.   1.  14.]
 [  0.   0.  14. ...   0.   0.  10.]
 [  0.   0.   1. ...   0.   0.   0.]]"
obj19,67,"[[12.  0.  0. ...  0.  0.  0.]
 [ 1. 10. 26. ...  0.  0.  3.]
 [ 1. 15. 34. ...  0.  0.  0.]
 ...
 [62. 66.  9. ...  0.  0.  0.]
 [13.  0.  0. ...  0. 78. 43.]
 [ 6. 26. 45. ...  0.  0.  6.]]"
obj75,383,"[[  0.   0.   0. ...   6.  15.  17.]
 [  0.   0.   0. ...   9.  79.  59.]
 [ 69.  66.  25. ...   0.   0.   0.]
 ...
 [124.  20.   5. ...   0.   0.   0.]
 [  2.   1.   2. ...   3.  10.  64.]
 [ 19.   9.   3. ...   0.   0.   0.]]"
obj29,47,"[[16. 84. 38. ...  1.  0.  6.]
 [ 7.  1.  0. ...  0.  0.  6.]
 [ 0.  0.  1. ... 17.  0.  0.]
 ...
 [ 1.  0. 77. ...  0.  0.  6.]
 [35. 16.  0. ... 43.  7.  1.]
 [51. 23.  8. ...  0.  0.  1.]]"
obj68,248,"[[11. 20. 81. ...  0.  1.  7.]
 [50.  1.  0. ...  1. 11.  0.]
 [17.  2.  0. ... 47. 54. 99.]
 ...
 [ 0.  1. 30. ... 14.  6.  4.]
 [26. 51. 14. ... 58. 44. 29.]
 [ 0.  0.  0. ...  1.  3. 12.]]"
obj1,120,"[[ 17. 141.  22. ...   4.   6.   1.]
 [145.   7.   0. ...   0.   0.   1.]
 [ 67.   1.   0. ...   0.   0.   0.]
 ...
 [ 36.  26.   2. ...   0.   0.   1.]
 [ 73.  16.   5. ...   0.   0.  25.]
 [  1.  12.  14. ...   0.   0.   0.]]"
obj4,109,"[[ 57.   4.   0. ...   1.   0.   0.]
 [ 16.   3.   0. ...  14.   1.   0.]
 [  1.   1.   0. ...   5.   1.   2.]
 ...
 [ 28.   1.   0. ...  11.  13.  81.]
 [ 48.   3.   0. ...  16.  14.  15.]
 [ 25.   4.   1. ...   0.   1. 128.]]"
obj49,78,"[[  1.   3.  10. ...   2.  67.  31.]
 [ 16.  23.   3. ... 102.  55.   3.]
 [  1.   0.   0. ...   3.  28.  23.]
 ...
 [ 88. 125.  24. ...   0.   0.   1.]
 [ 39. 132. 124. ...   0.   0.   0.]
 [ 57.  12.  22. ...   0.   0.   0.]]"
obj53,288,"[[ 51.  85.  18. ...   0.   0.   0.]
 [  0.   0.   0. ...  19.   1.   0.]
 [ 29.   2.   0. ...   0.   0.   1.]
 ...
 [ 10.  17.  30. ...   0.   0.   0.]
 [ 20.  47.  10. ...   6.   8.  17.]
 [ 29. 116.  72. ...   0.   0.   1.]]"
obj18,239,"[[ 51.  38.  21. ...   0.   0.   0.]
 [108.  15.   2. ...   0.   0.   0.]
 [  0.   8.  40. ...   0.   0.   4.]
 ...
 [ 24.   8.   1. ...   5.   1.   1.]
 [ 23.  11.  24. ...   0.   0.   0.]
 [  4.   0.  16. ...   0.   0.   0.]]"
obj99,210,"[[ 60.   4.   2. ...   0.   0.   0.]
 [ 30.   7.   1. ...   0.   0.   0.]
 [118.  29.   7. ...   0.   0.   0.]
 ...
 [ 62.  40.   0. ...   0.   0.   0.]
 [ 30.  34.   1. ...   0.   0.   0.]
 [ 26.  10.   5. ...   0.   0.   0.]]"
obj73,21,"[[ 80.  97.  22. ...   0.   0.   0.]
 [ 92. 147.   1. ...   1.   1.   0.]
 [ 16.   0.   0. ...   3.   4.  16.]
 ...
 [  0.   0.   1. ...   0.   0.   0.]
 [ 35. 118.  17. ...   0.   0.  14.]
 [ 27.  32.   3. ...   0.   0.   9.]]"
obj84,46,"[[136.  26.   0. ...   0.   0.   0.]
 [  4.   2.   2. ...   3.   0.   6.]
 [141.  25.   0. ...   0.   2.  14.]
 ...
 [  5.  17.   0. ...   0.   0.   0.]
 [  1.  57. 145. ...   0.   0.   2.]
 [  1.  20. 158. ...   0.   0.   1.]]"
obj55,257,"[[ 2.  0.  0. ... 26.  5.  9.]
 [ 2.  0.  0. ... 20.  3.  4.]
 [ 2.  0.  0. ...  1.  7.  9.]
 ...
 [ 1.  0.  0. ... 79.  7.  8.]
 [ 1.  0.  0. ... 42. 19.  3.]
 [ 0.  0.  0. ...  3. 16. 37.]]"
obj58,341,"[[ 0.  0.  0. ...  1.  1.  2.]
 [ 0.  0.  0. ...  5.  3.  7.]
 [ 0.  0.  0. ...  1.  0.  4.]
 ...
 [15.  0.  0. ... 19. 46. 15.]
 [ 0.  0.  0. ... 67.  1.  0.]
 [ 1.  0.  0. ... 14. 47. 47.]]"
obj26,231,"[[ 43.   8.   3. ...   0.   0.   4.]
 [  0.  36.  72. ...   0.   0.   3.]
 [ 18.   7.  16. ...   0.   0.   0.]
 ...
 [ 40.   6.   1. ...   0.   0.   1.]
 [  0.  28. 133. ...   0.   0.   0.]
 [ 12.  75.  37. ...   0.   0.   0.]]"
obj5,204,"[[ 4.  1.  0. ...  1.  0.  0.]
 [29.  8.  0. ... 55. 97.  2.]
 [19.  8.  0. ... 91.  1.  2.]
 ...
 [ 1.  0.  0. ...  1.  1.  2.]
 [ 1.  0.  0. ...  0.  0.  1.]
 [ 0.  0.  0. ...  0.  0.  0.]]"
obj52,28,"[[ 26. 136.   0. ...   0.   0.   1.]
 [  0.  21.  92. ...   0.   0.   2.]
 [ 13.  87. 129. ...   0.   0.   0.]
 ...
 [  0.   1.   2. ...   0.   0.   0.]
 [  3.   2.   1. ...   0.   0.   0.]
 [ 69.  13.   0. ...   0.   0.   0.]]"
obj47,6,"[[  0.   1.  30. 151.  30.   0.   0.   0.  53. 151.  53.  21.   2.   1.
    0.   0. 157. 157.   1.   0.   0.   0.   0.   0.   9.   5.   0.   0.
    1.   1.   0.   0.   4.   0.   0.  54.  48.   5.   6.   8.  97.  43.
    3.   6.  30.  22.   7.   7. 157.  86.   0.   0.   2.   0.   0.   6.
   40.   5.   0.   0.   0.   0.   0.   0.  50.  14.   3.  21.  28.   5.
    2.  11. 102.   4.   0.   1.  57.  40.   6.  39. 157.   4.   0.   0.
    2.   3.   1.  74.  41.   0.   0.   0.   0.   0.   0.   4.  53.  39.
    4.   9.  28.   3.   0.   1. 103.  14.   3.   7.  18.   4.   1.  52.
  157.   0.   0.   0.   0.   0.   0. 101.  14.   0.   0.   0.   0.   0.
    0.   4.]
 [  0.   0.   0.   0.   1.   0.   0.   0.   3.   1.   0.   1.  13.   0.
    0.   0.  15.   5.   0.   0.   2.   0.   0.   0.   0.   0.   0.   0.
    0.   0.   0.   0.   0.   0.   0.   4.  34.   2.   0.   0.  84.  29.
    2.  54. 190.  44.   2.  10. 190. 110.   1.  10.  58.   9.   2.  37.
    8.   3.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.  21.  13.
    0.   0.  55.   3.   0.   7. 190. 190.  25.  59. 190.  13.   0.   1.
   39.  58.  23. 190.   9.   0.   0.   0.   0.   0.   0.   7.   0.   0.
    0.   0.   1.   1.   0.   0.   2.   0.   0.   0.  19.  20.   1.   3.
   16.   0.   0.   0.   2.   4.   1.  11.   0.   0.   0.   0.   0.   0.
    0.   0.]
 [  0.   0.   0.   0.   0.   0.   0.   0.   2.   3.   1.  15.  16.   0.
    0.   0.  19.  16.   1.   4.   3.   0.   0.   0.   1.   1.   0.   0.
    0.   0.   0.   0.   0.   0.   0.   7.   8.   0.   0.   0.  39.  50.
   23. 190. 190.  10.   0.   2. 190. 190.  26.  69.  55.   2.   0.  12.
   24.  14.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.  10.   3.
    0.   0.  62.   8.   2.  42. 190.  84.   1.  15. 190.  39.   3.  12.
   81.  22.   1.  84.  30.   2.   0.   0.   0.   0.   0.   6.   0.   0.
    0.   0.   0.   0.   0.   0.   2.   0.   0.   0.  14.   3.   0.   0.
   16.   0.   0.   0.   3.   1.   0.   3.   1.   0.   0.   0.   0.   0.
    0.   0.]
 [  2.  39.  22.   5.  18.  23.   1.   0. 142. 121.   3.   3.  11.   8.
    0.   0. 150. 136.   0.   0.   0.   0.   0.   0.   9.   5.   0.   0.
    0.   0.   0.   0.   6.  98.  44.   3.   3.  10.   7.   2. 150.  79.
   24.   4.   3.   0.   0.   3. 150.  84.   0.   0.   0.   0.   0.   9.
   36.   5.   0.   0.   0.   0.   0.   1.   7.  13.   1.   0.   0.  80.
   87.   8. 150.  21.   2.   0.   0.   5.  33.  63. 150.  13.   0.   0.
    0.   0.   0.  45.  20.   1.   0.   0.   0.   0.   0.   1.   0.   0.
    0.   0.   0. 130. 150.   1.  19.   1.   0.   0.   0.  29.  55.  18.
   20.   2.   0.   0.   0.   0.   0.   4.   0.   0.   0.   0.   0.   0.
    0.   0.]
 [  0.   6. 155.  62.   1.   0.   0.   0.  14.  30.  83.   9.   0.   0.
    0.   0.   9.   3.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.
    0.   0.   0.   0.   5.  11.  38.  37.  22.   1.   0.   0. 155.  70.
   21.   2.   0.   0.   0.   4. 155.  32.   0.   0.   0.   0.   0.  10.
   15.   0.   0.   0.   0.   0.   0.   1.  35.  11.   9.  52.  44.   1.
    0.   9. 155.  12.   2.   1.   0.   0.   0.  65. 155.  11.   0.   0.
    0.   0.   0.  72.  52.   1.   1.   1.   0.   0.   0.   6.  43.   1.
    1.  19.  30.   2.   3.  64. 155.   0.   0.   0.   0.   0.   0. 155.
  155.   0.   0.   0.   0.   0.   0. 143.  17.   0.   0.   1.   0.   0.
    0.   8.]
 [ 19.  28.   3.   0.   0.   0.   0.   4. 135. 164.   1.   0.   0.   0.
    0.   2.  61.  47.   1.   0.   0.   0.   0.   1.   0.   0.   0.   0.
    0.   0.   0.   0.  20.   1.   0.   0.   0.   0.   0.  17. 164.  61.
    0.   0.   0.   0.   0.  12. 164.  64.   0.   0.   0.   0.   0.  14.
    5.   0.   0.   0.   0.   0.   0.   3.  16.   0.   0.   0.   0.   0.
    0.  29. 164.   4.   0.   0.   0.   0.   0.  63. 164.   8.   0.   0.
    0.   0.   0.  98.  35.   0.   0.   0.   0.   0.   0.  17.  11.   0.
    0.   0.   0.   0.   0.  34. 156.   0.   0.   0.   0.   0.   0. 101.
  164.   0.   0.   0.   0.   0.   0. 114.  38.   0.   0.   0.   0.   0.
    0.  13.]]"
obj73,26,"[[ 13.   1.   0. ...   1.   0.   8.]
 [  0.   0.   0. ...  14.  35.  94.]
 [  0.   0.   1. ...   0.   0.   0.]
 ...
 [ 24.   6.   7. ...   0.   0.  18.]
 [  0.   0.   0. ... 124.  50.   0.]
 [  0.   0.   0. ...   0.   0.   4.]]"
obj3,46,"[[ 17.   1.   0. ...   2.   1.  63.]
 [  1. 136.  56. ...   0.   0.   2.]
 [  4.  99.  63. ...   0.   0.   0.]
 ...
 [ 18.   5.   6. ...   0.   0.   0.]
 [  2.   0.   2. ...   0.   0.  41.]
 [  7.   3.   4. ...   0.   0.   0.]]"
obj60,35,"[[  0. 143.  55. ...   0.   0.   4.]
 [ 35.  27.  55. ...   0.   3.  43.]
 [ 29.  21.  65. ...   0.   2.  78.]
 ...
 [  0.   0.   0. ...   0.   0.   1.]
 [  9.  58.   7. ...   4.   4.   0.]
 [ 12.  64.  48. ...   0.   0.   1.]]"
obj20,43,"[[  0.   9.  91. ...   3.   0.   0.]
 [  0.   2.  32. ...   2.   0.   0.]
 [  0.   0.   0. ...   0.   0.   2.]
 ...
 [ 42. 116. 141. ...   0.   0.   4.]
 [  0. 139. 139. ...   0.   0.   0.]
 [  1. 136. 136. ...   0.   0.   0.]]"
obj73,27,"[[10. 21.  2. ...  0.  1.  9.]
 [19. 78.  1. ...  0.  0.  0.]
 [ 2.  0.  0. ... 18.  6. 20.]
 ...
 [73. 87.  8. ...  0.  0.  9.]
 [ 3.  3.  7. ...  0.  0.  8.]
 [ 1.  1.  0. ...  0.  0.  0.]]"
obj87,90,"[[  0.   2.  42. ...   0.   0.   7.]
 [  0.   0.   3. ...  17.   4.   5.]
 [ 11.  18.   2. ...   0.   2. 134.]
 ...
 [ 12.   2.   3. ...   0.   0.   1.]
 [  0.   4.  19. ...   0.   0.   0.]
 [ 14.  15.   6. ...   0.   0. 135.]]"
obj29,49,"[[ 15.  25.   4. ...   0.   0.   0.]
 [ 32. 150.  19. ...   0.   0.   2.]
 [ 45.  66.   0. ...   0.   0.   0.]
 ...
 [  0.   0.  73. ...   0.   0.   3.]
 [  1.   0.   0. ...   0.   0.   3.]
 [  9.  15.   2. ...   0.   0.   2.]]"
obj33,22,"[[  2.  90.  49. ...   0.   0.   1.]
 [  0. 115.  53. ...   0.   0.   1.]
 [ 13. 152.  53. ...   0.   0.   0.]
 ...
 [  0.   0.  19. ...   0.   0.   2.]
 [  0.   0.   0. ...   0.   0.   0.]
 [  0.   4.  25. ...   0.   0.   1.]]"
obj15,48,"[[  1.   2.  71. ...   0.   0.   5.]
 [  0.   0. 112. ...   6.  23.  64.]
 [  0.   0.  48. ...  14.  80.  72.]
 ...
 [ 25.   5.   1. ...   4.   2.   2.]
 [  0.  13.  17. ...   0.   0.   0.]
 [  4.  26.   4. ...   0.   0.   8.]]"
obj82,453,"[[ 35.  56.   8. ...   0.   0.   0.]
 [ 16.  61.  11. ...   0.   0.   0.]
 [  1.   1.   4. ...   0.   0.   0.]
 ...
 [ 51.  27.   9. ...   0.   0.   9.]
 [109.  43.   1. ...   0.   0.   0.]
 [  1.   4.   5. ...   0.   0.   4.]]"
obj59,161,"[[ 86.  45.   0. ...   0.   0.   0.]
 [ 16.  38. 115. ...   1.   0.  25.]
 [  6. 146.  60. ...   0.   0.   0.]
 ...
 [  0.   0.   9. ...   1.  11.  21.]
 [  0.   3.   4. ...   0.   0.   0.]
 [  0.   2.   5. ...   0.   0.   6.]]"
obj38,19,"[[  5.  45.  35. ...   0.   0.   4.]
 [  0. 112.  74. ...   0.   0.   4.]
 [  0.   0.  47. ...   0.   0.  64.]
 ...
 [  2.   0.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.  17.]
 [  0.   0.  45. ...   0.   0.   0.]]"
obj60,283,"[[16. 28. 82. ...  0.  0.  0.]
 [27. 35. 19. ...  0.  0.  0.]
 [ 0.  0.  0. ... 36. 23. 72.]
 ...
 [ 5.  0.  0. ...  2.  0.  0.]
 [ 4.  9.  5. ... 10. 21. 17.]
 [ 3.  7. 21. ...  0.  0.  0.]]"
obj70,10,"[[ 37.   0.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   0.]
 [  4.   0.   0. ...   0.   0.   0.]
 ...
 [  0.   0.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   5.]
 [ 27. 131.   0. ...   0.   0.   0.]]"
obj17,34,"[[ 63. 110.  54. ...   0.   0.   0.]
 [  0. 105. 121. ...   0.   0.   1.]
 [  1. 112.  82. ...   0.   0.   0.]
 ...
 [  0.   4.  42. ...   0.   0.   3.]
 [  1.  24. 148. ...   0.   0.   1.]
 [  3. 129.  92. ...   0.   0.  13.]]"
